d1	0.9%氯化钠注射液(安徽丰)
d2959	头孢哌酮钠他唑巴坦钠针(4:1)(仙必他)
d2960	注射用头孢哌酮他唑巴坦钠(仙必他)
d2961	头孢哌酮钠舒巴坦钠针(1:1)(新快欣)
d2962	新快欣针
d2963	新快欣针(头孢哌酮钠-舒)
d2964	头孢哌酮钠他唑巴坦钠针(4:1)(新朗欧)
d2965	注射用头孢哌酮钠他唑巴坦钠(4:1)(新朗欧)
d2966	注射用头孢哌酮钠他唑巴坦钠(4:1)
d2967	注射用头孢哌酮他唑巴坦钠
d2968	达力嗪针(头孢曲松钠)
d2969	头孢曲松钠针(达力嗪)
d2970	罗氏芬针(头孢曲松)
d2971	头孢曲松钠针(罗氏芬)
d2972	注射用头孢曲松钠(罗氏芬)
d2973	注射用头孢曲松钠
d2974	(倍赛他)注射用头孢曲松钠他唑巴坦钠
d2975	注射用头孢曲松钠他唑巴坦钠(倍赛他)
d2976	(优他能)注射用头孢曲松钠他唑巴坦钠
d2977	注射用头孢曲松钠他唑巴坦钠(优他能)
d2978	注射用头孢曲松钠他唑巴坦
d2979	注射用头孢曲松钠他唑巴坦钠
d2980	头孢噻肟钠针(安徽)
d2981	特依宁针(头孢噻肟钠)
d2982	头孢噻肟钠针(特依宁)
d2983	注射用头孢噻肟钠
d2984	新治君针(头孢噻肟钠舒巴坦钠)
d2985	注射用头孢噻肟钠舒巴坦钠(新治君)
d2986	复达欣针(头孢他啶)
d2987	头孢他啶针(复达欣)
d2988	头孢他啶针(利君)
d2989	注射用头孢他啶(利君)
d2990	盐酸头孢他美酯分散片(速)
d2991	盐酸头孢他美酯分散片(速欣康)
d2992	(锋替新)注射用盐酸头孢替安
d2993	盐酸头孢替安针(锋替新)
d2994	注射用盐酸头孢替安(锋替)
d2995	注射用盐酸头孢替安(锋替新)
d2996	(复仙安)注射用盐酸头孢替安
d2997	注射用盐酸头孢替安(复仙)
d2998	注射用盐酸头孢替安(复仙安)
d2999	头孢替唑钠针(卓迈)
d3000	卓迈(头孢替唑钠针)
d3001	卓迈(注射用头孢替唑钠)
d3002	头孢西丁钠针(达力叮)
d3003	注射用头孢西丁钠(达力叮)
d3004	头孢唑林钠针
d3005	注射用头孢唑林钠
d3006	注射用头孢唑啉钠
d3007	注射用头孢唑肟钠(益保世)
d3008	头孢唑肟钠针(益保世灵)
d3009	注射用头孢唑肟钠(益保世灵)
d3010	爱丽滴眼液(透明质酸钠)
d3011	土黄连液
d3012	复方土槿皮酊
d3013	复方托吡卡胺滴眼液(卓比)
d3014	复方托吡卡胺眼水
d3015	托吡酯片(妥泰)
d3016	托拉塞米片(伊迈格)
d3017	托拉塞米针(泽通)
d3018	注射用托拉塞米(泽通)
d3019	托拉塞米片
d3020	托瑞米芬片(法乐通)
d3021	舍尼亭片(托特罗定)
d3022	酒石酸托特罗定片(舍尼亭)
d3023	盐酸托烷司琼针(维瑞特)
d3024	脱氧核苷酸钠针(丽迪兴)
d3025	注射用脱氧核苷酸钠
d3026	托百士(妥布霉素滴眼液)
d3027	托百士眼水(妥布霉素)
d3028	妥布霉素滴眼液(托百士)
d3029	妥布霉素眼水(托百士)
d3030	硫酸妥布霉素针
d3031	硫酸妥布霉素注射液
d3032	妥布霉素针
d3033	妥布霉素注射液
d3034	典必殊滴眼液(妥布霉素地塞米松)
d3035	妥布霉素地塞米松滴眼液(典必殊)
d3036	妥布霉素地塞米松眼水(典必殊)
d3037	妥洛特罗贴剂(阿米迪)
d3038	盐酸拓扑替康胶囊(欣泽)
d3039	外障眼水
d3040	外重组人表皮生长因子外用(金因肽)
d3041	外重组人表皮生长因子外用
d3042	万古霉素针(稳可信)
d3043	注射用盐酸万古霉素(稳可信)
d3044	万花油
d3045	丽珠威片(万乃洛韦)
d3046	维A酸片(艾力可)
d3047	维A酸乳膏
d3048	维C银翘片
d3049	维C银翘片(德众)
d3050	维D2果糖酸钙针(C.C.O)
d3051	维D2果糖酸钙注射液
d3052	维胺酯胶囊(三蕊)
d3053	三蕊胶囊(维胺酯)
d3054	维库溴铵针(仙林)
d3055	仙林针(维库溴铵)
d3056	注射用维库溴铵(仙林针)
d3057	维拉帕米针(异博定)
d3058	异博定针(维拉帕米)
d3059	复方维生素针(4)(江西)
d3060	复方维生素注射液(4)
d3061	维生素A胶丸
d3062	维生素AD滴剂(贝特令)
d3063	维生素AD滴剂(胶囊型)(贝特令)
d3064	维生素AD滴剂(A1800;D600)
d3065	维生素AD胶丸
d3066	复方维生素B片
d3067	维生素B1片
d3068	维生素B1针
d3069	维生素B12针(天心)
d3070	维生素B12注射液
d3071	维生素B2片
d3072	维生素B4片
d3073	维生素B6针(天心)
d3074	维生素B6片
d3075	维生素B6针
d3076	维生素B6注射液
d3077	力度伸片(维C泡腾片)
d3078	维生素C泡腾片(力度伸)
d3079	维生素C针(天心)
d3080	维生素C片
d3081	维生素C针
d3082	维生素C注射液
d3083	维生素E胶丸(天然型)(来益)
d3084	维生素E胶丸
d3085	维生素E胶丸(天然型)
d3086	维生素E软胶囊(天然型)
d3087	维生素K1针
d3088	维生素K1注射液
d3089	福乃得片(维铁控释)
d3090	维铁缓释片(福乃得)
d3091	复方盐酸伪麻黄碱缓释胶囊(新康泰克)
d3092	新康泰克胶囊
d3093	复方盐酸伪麻黄碱缓释胶囊
d3094	胃复春片
d3095	胃力康颗粒
d3096	胃乃安胶囊
d3097	胃苏颗粒(无糖)
d3098	胃炎清胶囊
d3099	胃炎清片
d3100	温通胶囊
d3101	温阳结肠洗液
d3102	温阳结肠液
d3103	温阳结肠液(2号)
d3104	盐酸文拉法辛胶囊(博乐欣)
d3105	博乐欣胶囊(文拉法新)
d3106	文拉法新胶囊(博乐欣)
d3107	稳心颗粒
d3108	翁沥通胶囊
d3109	乌鸡白凤丸
d3110	盐酸乌拉地尔注射液(利喜)
d3111	利喜定缓释片(乌拉地尔)
d3112	乌拉地尔缓释片(利喜定)
d3113	盐酸乌拉地尔注射液(利喜定)
d3114	盐酸乌拉地尔针(亚宁定)
d3115	亚宁定针(乌拉地尔)
d3116	乌灵胶囊
d3117	乌蛇止痒丸
d3118	乌司他丁针(天普洛安)
d3119	注射用乌司他丁(天普洛安)
d3120	无烟灸条
d3121	无烟温灸炷(条)
d3122	吴茱萸粉
d3123	五淋化石丹
d3124	五淋化石丸
d3125	五苓胶囊
d3126	螯合新泰林(五水头孢唑林)
d3127	螯合新泰林(注射用五水头孢唑林钠)
d3128	五水头孢唑林钠针(新泰林)
d3129	注射用五水头孢唑林钠(新泰林)
d3130	五脂片
d3131	五酯胶囊
d3132	五酯片
d3133	五酯片(方略)
d3134	五酯胶囊(禾正)
d3135	补佳乐片(戊酸雌二醇)
d3136	戊酸雌二醇片(补佳乐)
d3137	长托宁针(戊乙奎醚)
d3138	长托宁针(盐酸戊乙奎醚)
d3139	西吡氯铵含漱液(依信)
d3140	依信含漱液(西吡氯铵)
d3141	万艾可片(西地那非)
d3142	西黄胶囊
d3143	西洛他唑胶囊(邦平)
d3144	西咪替丁片(泰为美)
d3145	西咪替丁针(泰为美)
d3146	注射用西咪替丁(泰为美)
d3147	泰为美针(西咪替丁)
d3148	泰胃美片
d3149	西帕依固龈液
d3150	西酞普兰片(喜普妙)
d3151	仙特明片(西替利嗪)
d3152	盐酸西替利嗪片(仙特明)
d3153	西妥昔单抗针(爱必妥)
d3154	西妥昔单抗注射液(爱必妥)
d3155	西维尔(硒酵母片)
d3156	西维尔片(硒酵母)
d3157	硒酵母片(西维尔)
d3158	吉诺通胶囊(稀化粘素)
d3159	吉诺通胶囊[适](稀化粘素)
d3160	喜炎平注射液
d3161	夏枯草口服液
d3162	夏桑菊颗粒
d3163	夏桑菊颗粒(无糖)
d3164	夏桑菊颗粒(无糖型)
d3165	仙灵骨葆胶囊
d3166	仙芪益真胶囊
d3167	仙芪益真胶囊(1号)
d3168	仙子益真胶囊
d3169	仙子益真胶囊(2号)
d3170	仙子益真胶囊(益真2号)
d3171	鲜竹沥
d3172	鲜竹沥口服液(立清)
d3173	思美泰针(腺苷蛋氨酸)
d3174	注射用腺苷蛋氨酸(思美泰针)
d3175	香丹针
d3176	香丹注射液
d3177	天地欣(香菇多糖针)
d3178	天地欣针(香菇多糖)
d3179	香菇多糖注射液
d3180	香菇多糖针(天地欣)
d3181	注射用香菇多糖(天地欣)
d3182	香荷洗剂
d3183	香菊片
d3184	香莲散
d3185	香莲外洗液
d3186	香砂六君丸
d3187	香砂六君丸(浓缩丸)
d3188	香砂养胃丸
d3189	香砂养胃丸(浓缩丸)
d3190	逍遥丸
d3191	逍遥丸(浓缩丸)
d3192	消痤灵口服液
d3193	复方消化酶胶囊
d3194	复方消化酶胶囊(欣丹忆)
d3195	复方消化酶胶囊(星昊美彤)
d3196	消积饮
d3197	消渴丸
d3198	消朦灵片
d3199	消栓颗粒
d3200	消痛贴膏
d3201	消旋卡多曲颗粒(乐度)
d3202	消眩止晕片
d3203	消炎利胆片
d3204	消炎油纱
d3205	消炎止痒霜
d3206	消症丹片
d3207	消痔灵注射液
d3208	消肿止痛膏(二号膏)
d3209	二号膏(消肿止痛膏)
d3210	拜新同片(硝苯地平控释)
d3211	拜新同片(硝苯地平控释片)
d3212	硝苯地平控释片(拜新同)
d3213	圣通平片(硝苯地平缓释)
d3214	圣通平片(硝苯地平缓释片)
d3215	硝苯地平缓释片(Ⅰ)(圣通平)
d3216	硝苯地平缓释片(圣通平)
d3217	硝苯地平片(心痛定)
d3218	硝苯地平片
d3219	硝西泮片(硝基安定)
d3220	硝普钠针
d3221	注射用硝普钠
d3222	硝酸甘油片
d3223	硝酸甘油针
d3224	硝酸甘油注射液
d3225	硝酸毛果芸香碱眼水
d3226	硝酸咪康唑乳膏(达克宁)
d3227	硝酸咪康唑栓(达克宁)
d3228	硝酸咪康唑阴道软胶囊(达)
d3229	硝酸咪康唑阴道软胶囊(达克宁)
d3230	硝酸异山梨酯片(消心痛)
d3231	盐酸小檗碱胶囊
d3232	盐酸小檗碱胶囊(黄连素)
d3233	小柴胡颗粒
d3234	小柴胡颗粒(无糖型)
d3235	小柴胡颗粒(无糖型)(白云山)
d3236	小儿肺炎合剂
d3237	小儿葫芦散
d3238	小儿咳喘宁口服液
d3239	小儿口服补液
d3240	小儿伪麻美芬滴剂(艾畅)
d3241	小儿消积止咳口服液
d3242	小儿消滞颗粒
d3243	小儿消滞颗粒剂
d3244	小儿止咳糖浆
d3245	小麦纤维素颗粒(非比麸)
d3246	生祺(注射用小牛血去蛋白)
d3247	(生祺)注射用小牛血去蛋白提取物
d3248	小牛血去蛋白提取物针(生祺)
d3249	注射用小牛血去蛋白提取物(生祺)
d3250	(新欧瑞)注射用小牛血去蛋白提取物
d3251	注射用小牛血去蛋白提取物(新欧瑞)
d3252	注射用小牛血去蛋白提取物
d3253	小松鼠牌降温贴
d3254	蝎甲消癖口服液(5号)
d3255	蝎甲消癖口服液(无糖型)
d3256	代文胶囊(缬沙坦)
d3257	缬沙坦胶囊(代文)
d3258	心宝丸
d3259	心达康片
d3260	心肝宝胶囊
d3261	心可宁胶囊
d3262	心可舒胶囊
d3263	心可舒胶囊(必能)
d3264	心脉通片
d3265	心脑舒通片
d3266	心通口服液
d3267	心血康胶囊
d3268	舒降之片(辛伐他汀)
d3269	舒降之片(辛伐他汀片)
d3270	辛伐他汀片(舒降之)
d3271	辛菊气雾剂针(外用)
d3272	辛菊雾化剂
d3273	辛菊雾化剂针(外用)
d3274	辛芩颗粒
d3275	辛芩颗粒(无糖)
d3276	维365颗粒(复方锌铁钙)
d3277	复方锌铁钙颗粒
d3278	新癀片
d3279	复方硫酸新霉素滴眼液
d3280	新斯的明针
d3281	新雪片
d3282	新血宝胶囊
d3283	醒脑静针
d3284	醒脑静注射液
d3285	迪赛片(胸腺肽)
d3286	胸腺肽肠溶片(迪赛)
d3287	胸腺肽片(迪赛)
d3288	胸腺肽肠溶胶囊(康司艾)
d3289	胸腺肽胶囊(康司艾)
d3290	胸腺肽a1针(迈普新)
d3291	注射用胸腺肽a1(迈普新)
d3292	注射用胸腺肽α1(迈普新)
d3293	胸腺肽a1针(日达仙)
d3294	注射用胸腺肽(日达仙)
d3295	注射用胸腺五肽(国乐)
d3296	(和信10mg)胸腺五肽注射液
d3297	(和信1mg)胸腺五肽注射液
d3298	胸腺五肽针(和信)
d3299	胸腺五肽注射液(和信)
d3300	胸腺五肽注射液(通达)
d3301	胸腺五肽注射液
d3302	注射用胸腺五肽
d3303	熊胆胶囊
d3304	熊去氧胆酸胶囊(优思弗)
d3305	优思弗胶囊(熊去氧胆酸)
d3306	熊去氧胆酸片
d3307	修疡口服液
d3308	溴吡斯的明片
d3309	普鲁苯辛片(溴丙胺太林)
d3310	溴丙胺太林片(普鲁苯辛)
d3311	盐酸溴己新片
d3312	虚汗停颗粒
d3313	宣肺止嗽合剂
d3314	玄麦甘桔胶囊
d3315	复方雪参胶囊
d3316	雪上一枝蒿速效止痛搽剂
d3317	血必净针
d3318	血必净注射液
d3319	血府逐瘀口服液
d3320	血府逐瘀片
d3321	血康胶囊
d3322	血尿胶囊
d3323	血凝酶针(巴曲亭)
d3324	注射用血凝酶(巴曲亭)
d3325	血塞通粉针(珍宝岛)
d3326	血塞通软胶囊
d3327	血塞通针
d3328	血塞通针(冻干粉)
d3329	血塞通注射液
d3330	注射用血塞通
d3331	注射用血塞通(冻干)
d3332	血塞通软胶囊(理洫王)
d3333	血塞通粉针(络泰)
d3334	复方血栓通胶囊
d3335	血栓通针(2ml)
d3336	注射用血栓通
d3337	注射用血栓通(冻干)
d3338	血栓通针(丽珠)
d3339	血栓心脉宁胶囊
d3340	血脂康胶囊
d3341	鸦胆子油乳针
d3342	鸦胆子油乳注射液
d3343	鸦胆子油软胶囊
d3344	鸦胆子油乳针(明兴)
d3345	复方牙痛酊
d3346	泰能针
d3347	(谱能)注射用亚胺培南西司他丁钠
d3348	亚胺培南西司他丁钠针(1:1)(谱能)
d3349	亚胺培南西司他丁钠针(1:1)(泰能)
d3350	注射用亚胺培南西司他丁钠(谱能)
d3351	(泰能针)注射用亚胺培南西司他丁钠
d3352	注射用亚胺培南西司他丁钠(泰能针)
d3353	注射用亚胺培南西司他丁钠
d3354	亚甲蓝针(美蓝)
d3355	亚甲蓝注射液(美蓝)
d3356	亚砷酸针(三氧化二砷)
d3357	亚砷酸氯化钠针(伊泰达)
d3358	亚砷酸注射液(伊泰达)
d3359	注射用亚叶酸钠(意爱托)
d3360	亚叶酸钙片(安曲希)
d3361	亚叶酸钙针(同奥)(0.1g)(CF)
d3362	亚叶酸钙针(同奥)(CF)
d3363	注射用亚叶酸钙(同奥)
d3364	咽立爽滴丸
d3365	养心安神口服液
d3366	养血清脑颗粒
d3367	养血饮
d3368	养血止痒片
d3369	奥复星片(氧氟沙星)
d3370	氧氟沙星片(奥复星)
d3371	泰利必妥滴眼液
d3372	泰利必妥眼膏(氧氟沙星)
d3373	泰利必妥眼水
d3374	氧氟沙星滴眼液(泰利必妥)
d3375	氧氟沙星眼膏(泰利必妥)
d3376	氧氟沙星眼水(泰利必妥)
d3377	氧化锌油
d3378	腰痹通胶囊
d3379	腰肾膏
d3380	药艾条
d3381	叶酸片
d3382	叶下珠胶囊
d3383	一清胶囊
d3384	艾本针(伊班磷酸钠)
d3385	伊班膦酸钠针(艾本)
d3386	盐酸伊达比星针(善唯达)
d3387	盐酸伊立替康针(艾力)
d3388	注射用盐酸伊立替康(艾力)
d3389	盐酸伊立替康注射液(开普)
d3390	斯皮仁诺胶囊(伊曲康)
d3391	斯皮仁诺胶囊(伊曲康唑)
d3392	伊曲康唑胶囊(斯皮仁诺)
d3393	伊曲康唑口服液(斯皮仁诺)
d3394	依巴斯汀片(开思亭)
d3395	依达拉奉注射液(必存)
d3396	必存针(依达拉奉)
d3397	马来酸依那普利分散片(九研康)
d3398	马来酸依那普利片(依苏)
d3399	马来酸依那普利分散片
d3400	马来酸依那普利叶酸片
d3401	依那普利片
d3402	注射用依那西普(恩利)
d3403	依诺肝素钠注射液(克赛)
d3404	依帕司他片(唐林)
d3405	盐酸依匹斯汀胶囊(凯莱止)
d3406	爱大针(硫酸依替米星)
d3407	爱大针(依替米星)
d3408	硫酸依替米星针(爱大)
d3409	注射用依替米星(爱大)
d3410	硫酸依替米星注射液(悉能)
d3411	依托泊苷胶囊(拉司泰特)
d3412	依托泊苷软胶囊(威克)
d3413	依托泊苷针(足叶乙甙)
d3414	依托泊苷注射液(足叶乙甙)(VP-16)
d3415	依托泊苷针
d3416	依托泊苷针(VP-16)
d3417	依托红霉素片
d3418	依托考昔片(安康信)
d3419	依托咪酯乳针(宜妥利)
d3420	依托咪酯注射用乳剂(宜妥)
d3421	依托咪酯注射用乳剂(宜妥利)
d3422	依西美坦片(阿诺新)
d3423	依斯坦(依西美坦片)
d3424	依西美坦片(依斯坦)
d3425	普通胰岛素针(R.I)
d3426	胰岛素注射液(速效)
d3427	胰岛素针(R.I)
d3428	胰岛素注射液
d3429	广乐(胰激肽原酶肠溶片)
d3430	胰酶肠溶胶囊(顺生)
d3431	胰酶肠溶胶囊
d3432	盐酸乙胺丁醇片
d3433	乙胺丁醇片
d3434	乙肝疫苗针
d3435	盐酸乙哌立松片(妙纳)
d3436	乙哌立松片(妙纳)
d3437	阿思欣泰针(乙酰半胱氨酸)
d3438	乙酰半胱氨酸颗粒(富露施)
d3439	乙酰半胱氨酸泡腾片(富露施)
d3440	乙酰螺旋霉素片
d3441	已烯雌酚针
d3442	盐酸异丙嗪片(非那根)
d3443	盐酸异丙嗪针(非那根)
d3444	盐酸异丙嗪注射液(非那根)
d3445	异丙嗪针(非那根)
d3446	异丙嗪注射液(非那根)
d3447	盐酸异丙肾上腺素针
d3448	异丙肾上腺素针
d3449	异丙肾上腺素注射液
d3450	爱全乐(雾化溶液剂)
d3451	爱全乐溶液(雾化吸入液)
d3452	爱全乐溶液(异丙托溴铵雾化溶液剂)
d3453	吸入用异丙托溴铵针(爱全乐)
d3454	吸入用异丙托溴铵针(爱全乐)(外用)
d3455	异丙托溴铵雾化溶液剂(爱全乐)
d3456	复方异丙托溴铵气雾剂(可)
d3457	复方异丙托溴铵气雾剂(可必特)
d3458	吸入用复方异丙托溴铵溶液(可必特)
d3459	吸入用复方异丙托溴铵溶液(可必特)(外用)
d3460	吸入用复方异丙托溴铵溶液
d3461	异氟醚针(活宁)
d3462	异氟烷(活宁)
d3463	异氟烷吸入麻醉剂(活宁)
d3464	异氟烷注射液(活宁)
d3465	天晴甘美(异甘草酸镁针)
d3466	异甘草酸镁针(天晴甘美)
d3467	异环磷酰胺针(匹服平)
d3468	注射用异环磷酰胺(匹服平)
d3469	异烟肼片(INH)(雷米封)
d3470	异烟肼片(雷米封)
d3471	异烟肼注射液
d3472	益胆片
d3473	益母草胶囊
d3474	益脑胶囊
d3475	益脑安胶囊
d3476	脑脉3号胶囊(益脑健胶囊)
d3477	脑脉1号胶囊(益脑康)
d3478	益脑康胶囊
d3479	益脑康口服液
d3480	益脑康(脑脉1号)胶囊
d3481	益脑康(脑脉1号口服液)
d3482	益脑康胶囊(脑脉1号)
d3483	益脑康口服液(脑脉1号)
d3484	脑脉2号胶囊(益脑脉)
d3485	益脑脉胶囊
d3486	益脑脉口服液
d3487	益脑脉(脑脉2号)胶囊
d3488	益脑脉(脑脉2号口服液)
d3489	益脑脉胶囊(脑脉2号)
d3490	益脑脉口服液(脑脉2号)
d3491	益气复脉针(冻干)
d3492	注射用益气复脉(冻干)
d3493	益气强身口服液(无糖型)
d3494	益肾颗粒剂(低糖)
d3495	益肾蠲痹丸
d3496	益胃饮
d3497	益血生胶囊
d3498	益眼明口服液
d3499	益智健脾胶囊
d3500	茵栀黄颗粒
d3501	银丹心脑通
d3502	银丹心脑通软胶囊
d3503	银荷漱口液
d3504	银黄含化片
d3505	银翘解毒合剂
d3506	银翘解毒口服液
d3507	银芩胶囊
d3508	银屑灵片
d3509	银杏达莫针
d3510	银杏达莫注射液
d3511	银杏达莫注射液(杏丁)
d3512	杏雪宁(银杏达莫注射液)
d3513	银杏达莫注射液(亿优)
d3514	银杏蜜环口服溶液
d3515	银杏叶滴丸
d3516	银杏叶片
d3517	银杏叶分散片(杏脉)
d3518	金纳多针(银杏叶)
d3519	银杏叶提取物针(金纳多)
d3520	银杏叶提取物注射液(金纳多)
d3521	银盏心脉滴丸
d3522	吲哒帕胺缓释片(纳催离)
d3523	纳催离(吲达帕胺缓释片)
d3524	吲达帕胺缓释片(纳催离)
d3525	吲哚美辛肠溶片(消炎痛)
d3526	吲哚美辛片(消炎痛)
d3527	吲哚美辛肠溶片
d3528	吲哚美辛巴布膏(必艾得)
d3529	注射用英夫利西单抗(类克)
d3530	盐酸罂粟碱针
d3531	盐酸罂粟碱注射液
d3532	罂粟碱针
d3533	荧光素钠针
d3534	蛹虫草菌粉胶囊
d3535	优锁溶液
d3536	疣毒净胶囊
d3537	右丙亚胺针(奥诺先)
d3538	右归丸
d3539	盐酸右美托咪定注射液(艾)
d3540	盐酸右美托咪定注射液(艾贝宁)
d3541	右旋糖酐40氯化钠注射液(四川)
d3542	右旋糖酐40葡萄糖针(四川)
d3543	右旋糖酐40葡萄糖注射液(四川)
d3544	右旋糖酐40氯化钠注射液
d3545	右旋糖酐40葡萄糖针
d3546	右旋糖酐40葡萄糖注射液
d3547	右旋糖酐40葡萄糖注射液(0)
d3548	右佐匹克隆片(文飞)
d3549	鱼精蛋白针
d3550	鱼石脂软膏
d3551	复方鱼腥草颗粒
d3552	鱼腥草滴眼液
d3553	鱼腥草眼水(三精)
d3554	玉屏风颗粒
d3555	玉屏风颗粒(西鸣堂)
d3556	复方愈创木酚磺酸钾口服溶
d3557	复方愈创木酚磺酸钾溶液
d3558	愈酚待因口服液
d3559	愈酚待因口服溶液(联邦克立安)
d3560	愈美甲麻敏糖浆(亚洲)
d3561	元胡止痛片
d3562	源吉林甘和茶
d3563	晕乃停口服液
d3564	△云南白药(中药方)
d3565	云南白药
d3566	云南白药(中药方)
d3567	云南红药胶囊
d3568	孕宝口服液
d3569	孕三烯酮胶囊
d3570	再造生血片
d3571	枣仁安神胶囊
d3572	枣仁安神胶囊(仙灵)
d3573	复方皂矾丸
d3574	泽桂癃爽胶囊
d3575	增生平片
d3576	扎冲十三味丸
d3577	扎来普隆分散片(安云)
d3578	盖诺针(长春瑞滨)
d3579	长春瑞宾针(诺维本)
d3580	注射用酒石酸长春瑞滨(诺维本)
d3581	重酒石酸长春瑞滨针(诺维本)
d3582	注射用酒石酸长春瑞滨(盖)
d3583	硫酸长春新碱针(VCR)(深圳)
d3584	硫酸长春新碱针(VCR)
d3585	注射用硫酸长春新碱
d3586	障眼明片
d3587	障翳散
d3588	蔗糖铁针(森铁能)
d3589	蔗糖铁针
d3590	蔗糖铁注射液
d3591	贞芪扶正胶囊
d3592	贞芪扶正颗粒(无糖型)
d3593	贞蓉消癖(2)口服液
d3594	贞蓉消癖口服液(无糖型)
d3595	贞蓉消癖口服液(消癖2号)
d3596	珍珠层粉
d3597	珍珠层粉(海真珠)
d3598	珍珠明目眼水
d3599	珍珠末
d3600	珍珠末(成药方)
d3601	珍珠末(奇星)
d3602	珍子王片
d3603	振源胶囊
d3604	镇咳宁胶囊
d3605	正柴胡饮颗粒
d3606	正柴胡饮颗粒(无糖)
d3607	正清风痛宁缓释片
d3608	正天丸
d3609	知柏地黄丸
d3610	知柏地黄丸(浓缩丸)
d3611	脂必妥片
d3612	脂肪乳注射液(C14-24)(英
d3613	脂肪乳注射液(C14-24)(英脱利匹特)
d3614	注射用脂肪乳(英脱利匹特)
d3615	(卡文1440ml)脂肪乳氨基酸(17)葡萄糖(11%)注射液
d3616	卡文针(脂肪乳氨基酸)
d3617	卡文针(脂肪乳氨基酸17)
d3618	脂肪乳氨基酸(17)葡萄糖(11%)针(卡文)
d3619	脂肪乳氨基酸(17)葡萄糖(11%)注射液(卡文)
d3620	注射用脂肪乳氨基酸(卡文)
d3621	维他利匹特针[适]
d3622	脂溶性维生素(Ⅱ)粉针(博朗瑞宁)
d3623	注射用脂溶性维生素(Ⅱ)(博朗瑞宁)
d3624	脂溶性维生素(Ⅱ)针(维他利匹特)
d3625	脂溶性维生素Ⅱ针(维他利匹特)
d3626	注射用脂溶性维生素Ⅱ(维他利匹特)
d3627	(旨维)脂溶性维生素注射液(Ⅱ)
d3628	脂溶性维生素注射液(Ⅱ)(旨维)
d3629	脂溶性维生素注射液(Ⅱ)旨
d3630	注射用脂溶性维生素(Ⅱ)(
d3631	茶菊脂溢性外洗液(脂溢性外洗液B)
d3632	茶菊脂溢性洗液
d3633	茶菊脂溢性洗液(脂溢性洗液B)
d3634	(脂溢性外洗液B)茶菊脂溢性外洗液
d3635	脂溢性外洗液B(茶菊脂溢性洗液)
d3636	硫黄脂溢性洗液
d3637	脂溢性外洗液S(硫黄脂溢性洗液)
d3638	(脂溢性外洗液S)硫磺脂溢性洗液
d3639	脂溢性外洗液B
d3640	脂溢性洗液B
d3641	脂溢性外洗液S
d3642	硫磺脂溢性洗液(脂溢性洗液S)
d3643	脂溢性洗液S
d3644	止嗽糖浆
d3645	止痛透骨膏
d3646	止血宝颗粒
d3647	止血丹胶囊
d3648	止痒醇
d3649	枳术宽中胶囊
d3650	米可定泡腾片
d3651	制霉菌素泡腾片(米可定)
d3652	制霉菌素阴道泡腾片(米可定)
d3653	制霉素片
d3654	治咳川贝枇杷露
d3655	治咳川贝枇杷露(潘高寿)
d3656	致康胶囊
d3657	痔裂敌颗粒(低糖)
d3658	痔裂敌颗粒剂
d3659	痔外痤
d3660	痔外座
d3661	痔炎消颗粒
d3662	蛭素胶囊
d3663	20%中/长链脂肪乳针(卡路)
d3664	卡路针(20%中长链脂肪乳)
d3665	卡路针(中/长链脂肪乳)
d3666	卡路中/长链脂肪乳注射液
d3667	注射用中/长链脂肪乳(卡路)
d3668	力能针(20%脂肪乳)
d3669	20%中/长链脂肪乳针(力能)
d3670	中长链脂肪乳(力能)
d3671	注射用中/长链脂肪乳(侨光卡路)
d3672	中风回春丸
d3673	肿痛安胶囊
d3674	众生丸
d3675	重酒石酸间羟胺针(阿拉明)
d3676	重酒石酸去甲肾上腺素针
d3677	重酒石酸去甲肾上腺素注射
d3678	重酒石酸去甲肾上腺素注射液
d3679	(长秀霖)重组甘精胰岛素注射液
d3680	(长秀霖笔芯)重组甘精胰岛素笔芯针
d3681	(长秀霖笔芯)重组甘精胰岛素注射液
d3682	重组甘精胰岛素笔芯(长秀霖笔芯)
d3683	重组甘精胰岛素笔芯针(长秀霖笔芯)
d3684	重组甘精胰岛素注射液(长秀霖)
d3685	贝复舒(重组牛碱性成纤维)
d3686	贝复舒(重组牛碱性成纤维细胞生长因子眼用凝胶)
d3687	重组牛碱性成纤维细胞生长因子眼用凝胶(贝复舒)
d3688	重组牛碱性成纤维细胞生长
d3689	巨和粒针(重组人白介素)
d3690	重组人白介素-11针(巨和粒)
d3691	注射用重组人白介素-11(巨和粒针)
d3692	欣吉尔(重组人白介素-2针)
d3693	重组人白介素-2(125ALa)针(欣吉尔)
d3694	重组人白介素-2针(新德路生)
d3695	注射用重组人白细胞介素-2(125ALa)(欣吉尔)
d3696	重组人促红素针(利血宝)
d3697	重组人促红素注射液(CHO细胞)(利血宝)
d3698	重组人促红素注射液[CHO细胞](利血宝ESPO)
d3699	重组人促红素针(益比奥)
d3700	重组人促红素注射液(益比奥)
d3701	重组人干扰素a1b针(赛若金)
d3702	重组人干扰素a2a针(因特芬)
d3703	重组人干扰素a2b针(辛化诺)
d3704	重组人粒细胞刺激因子针(惠尔血)
d3705	注射用重组人粒细胞集落刺激因子(惠尔血)
d3706	特尔津(重组人粒细胞集落)
d3707	重组人粒细胞集落刺激因子针(特尔津)
